place	url	type	parent	latitude	longitude
Colquitt County, Georgia	https://en.wikipedia.org/wiki/Colquitt_County,_Georgia	link	Columbus metropolitan area, Georgia	31°11′N	83°46′W
Floyd County, Georgia	https://en.wikipedia.org/wiki/Floyd_County,_Georgia	link	Columbus metropolitan area, Georgia	34°16′N	85°13′W
Dooly County, Georgia	https://en.wikipedia.org/wiki/Dooly_County,_Georgia	link	Columbus metropolitan area, Georgia	32°10′N	83°48′W
Bleckley County, Georgia	https://en.wikipedia.org/wiki/Bleckley_County,_Georgia	link	Columbus metropolitan area, Georgia	32°26′N	83°20′W
Candler County, Georgia	https://en.wikipedia.org/wiki/Candler_County,_Georgia	link	Columbus metropolitan area, Georgia	32°24′N	82°04′W
Carroll County, Georgia	https://en.wikipedia.org/wiki/Carroll_County,_Georgia	link	Columbus metropolitan area, Georgia	33°35′N	85°05′W
Berrien County, Georgia	https://en.wikipedia.org/wiki/Berrien_County,_Georgia	link	Columbus metropolitan area, Georgia	31°16′N	83°14′W
Brooks County, Georgia	https://en.wikipedia.org/wiki/Brooks_County,_Georgia	link	Columbus metropolitan area, Georgia	30°43′44″N	83°42′54″W
Bartow County, Georgia	https://en.wikipedia.org/wiki/Bartow_County,_Georgia	link	Columbus metropolitan area, Georgia	34°14′N	84°50′W
Ben Hill County, Georgia	https://en.wikipedia.org/wiki/Ben_Hill_County,_Georgia	link	Columbus metropolitan area, Georgia	31°46′N	83°13′W
Banks County, Georgia	https://en.wikipedia.org/wiki/Banks_County,_Georgia	link	Columbus metropolitan area, Georgia	34°21′N	83°30′W
Baldwin County, Georgia	https://en.wikipedia.org/wiki/Baldwin_County,_Georgia	link	Columbus metropolitan area, Georgia	33°04′N	83°15′W
Florence%E2%80%93Muscle Shoals metropolitan area	https://en.wikipedia.org/wiki/Florence%E2%80%93Muscle_Shoals_metropolitan_area	link	Columbus metropolitan area, Georgia	34°47′N	87°39′W
Golden Isles of Georgia	https://en.wikipedia.org/wiki/Golden_Isles_of_Georgia	link	Columbus metropolitan area, Georgia	31°09′32″N	81°29′21″W
Atlanta	https://en.wikipedia.org/wiki/Atlanta	link	Columbus metropolitan area, Georgia	33°45′18″N	84°23′24″W
Talbotton, Georgia	https://en.wikipedia.org/wiki/Talbotton,_Georgia	link	Columbus metropolitan area, Georgia	32°40′41″N	84°32′23″W
Georgia (U.S. state)	https://en.wikipedia.org/wiki/Georgia_(U.S._state)	link	Columbus metropolitan area, Georgia	33°00′N	83°30′W
Talbot County, Georgia	https://en.wikipedia.org/wiki/Talbot_County,_Georgia	link	Columbus metropolitan area, Georgia	32°43′N	84°32′W
Chattahoochee River	https://en.wikipedia.org/wiki/Chattahoochee_River	link	Columbus metropolitan area, Georgia	34°49′26″N	83°47′28″W
Manchester, Georgia	https://en.wikipedia.org/wiki/Manchester,_Georgia	link	Columbus metropolitan area, Georgia	32°51′22″N	84°37′3″W
Alabama	https://en.wikipedia.org/wiki/Alabama	link	Columbus metropolitan area, Georgia	32°42′N	86°42′W
Richland, Georgia	https://en.wikipedia.org/wiki/Richland,_Georgia	link	Columbus metropolitan area, Georgia	32°5′19″N	84°39′50″W
Auburn, Texas	https://en.wikipedia.org/wiki/Auburn,_Texas	link	Columbus metropolitan area, Georgia	32°17′51″N	97°04′38″W
Brownville, Alabama	https://en.wikipedia.org/wiki/Brownville,_Alabama	link	Columbus metropolitan area, Georgia	33°23′33″N	87°45′12″W
Highland Pines (Columbus, Georgia)#Nankipooh	https://en.wikipedia.org/wiki/Highland_Pines_(Columbus,_Georgia)#Nankipooh	link	Columbus metropolitan area, Georgia	32°33′36″N	84°57′07″W
Chambers County, Texas	https://en.wikipedia.org/wiki/Chambers_County,_Texas	link	Columbus metropolitan area, Georgia	29°42′N	94°41′W
Chambers, Arizona	https://en.wikipedia.org/wiki/Chambers,_Arizona	link	Columbus metropolitan area, Georgia	35°11′19″N	109°25′59″W
Chattahoochee Valley Community College	https://en.wikipedia.org/wiki/Chattahoochee_Valley_Community_College	feature	Columbus metropolitan area, Georgia	32°25′26″N	85°01′52″W
Lanett	https://en.wikipedia.org/wiki/Lanett	feature	Columbus metropolitan area, Georgia	32°51′48″N	85°11′59″W
Phenix City	https://en.wikipedia.org/wiki/Phenix_City	feature	Columbus metropolitan area, Georgia	32°28′15″N	85°00′10″W
Randolph County, Alabama	https://en.wikipedia.org/wiki/Randolph_County,_Alabama	link	Columbus metropolitan area, Georgia	33°17′21″N	85°27′37″W
Winston County, Alabama	https://en.wikipedia.org/wiki/Winston_County,_Alabama	link	Columbus metropolitan area, Georgia	34°08′57″N	87°22′29″W
Washington County, Alabama	https://en.wikipedia.org/wiki/Washington_County,_Alabama	link	Columbus metropolitan area, Georgia	31°24′33″N	88°12′41″W
Monroe County, Alabama	https://en.wikipedia.org/wiki/Monroe_County,_Alabama	link	Columbus metropolitan area, Georgia	31°34′15″N	87°22′11″W
Columbus (crater)	https://en.wikipedia.org/wiki/Columbus_(crater)	link	Columbus metropolitan area, Georgia	29°48′S	166°06′W
Macon County, Alabama	https://en.wikipedia.org/wiki/Macon_County,_Alabama	link	Columbus metropolitan area, Georgia	32°23′07″N	85°41′37″W
Pike County, Alabama	https://en.wikipedia.org/wiki/Pike_County,_Alabama	link	Columbus metropolitan area, Georgia	31°47′57″N	85°56′19″W
Marshall County, Alabama	https://en.wikipedia.org/wiki/Marshall_County,_Alabama	link	Columbus metropolitan area, Georgia	34°22′05″N	86°18′14″W
Clarke County, Alabama	https://en.wikipedia.org/wiki/Clarke_County,_Alabama	link	Columbus metropolitan area, Georgia	31°40′25″N	87°50′17″W
DeKalb County, Alabama	https://en.wikipedia.org/wiki/DeKalb_County,_Alabama	link	Columbus metropolitan area, Georgia	34°27′26″N	85°48′24″W
Jackson County, Alabama	https://en.wikipedia.org/wiki/Jackson_County,_Alabama	link	Columbus metropolitan area, Georgia	34°47′00″N	86°00′00″W
Dallas County, Alabama	https://en.wikipedia.org/wiki/Dallas_County,_Alabama	link	Columbus metropolitan area, Georgia	32°19′29″N	87°06′19″W
Butler County, Alabama	https://en.wikipedia.org/wiki/Butler_County,_Alabama	link	Columbus metropolitan area, Georgia	31°44′58″N	86°40′56″W
Crenshaw County, Alabama	https://en.wikipedia.org/wiki/Crenshaw_County,_Alabama	link	Columbus metropolitan area, Georgia	31°43′41″N	86°18′36″W
Dale County, Alabama	https://en.wikipedia.org/wiki/Dale_County,_Alabama	link	Columbus metropolitan area, Georgia	31°26′00″N	85°36′00″W
Bullock County, Alabama	https://en.wikipedia.org/wiki/Bullock_County,_Alabama	link	Columbus metropolitan area, Georgia	32°05′52″N	85°43′02″W
Lawrence County, Alabama	https://en.wikipedia.org/wiki/Lawrence_County,_Alabama	link	Columbus metropolitan area, Georgia	34°31′17″N	87°18′37″W
Anniston%E2%80%93Oxford metropolitan area	https://en.wikipedia.org/wiki/Anniston%E2%80%93Oxford_metropolitan_area	link	Columbus metropolitan area, Georgia	33°38′N	85°50′W
North Alabama	https://en.wikipedia.org/wiki/North_Alabama	link	Columbus metropolitan area, Georgia	34°53′13.41″N	86°19′25.32″W
Decatur, Alabama	https://en.wikipedia.org/wiki/Decatur,_Alabama	link	Columbus metropolitan area, Georgia	34°36′21″N	86°59′00″W
Madison, Alabama	https://en.wikipedia.org/wiki/Madison,_Alabama	link	Columbus metropolitan area, Georgia	34°42′54″N	86°44′23″W
Daphne-Fairhope-Foley, AL Metropolitan Statistical Area	https://en.wikipedia.org/wiki/Daphne-Fairhope-Foley,_AL_Metropolitan_Statistical_Area	link	Columbus metropolitan area, Georgia	30°43′59″N	87°43′13″W
LaFayette, Alabama	https://en.wikipedia.org/wiki/LaFayette,_Alabama	link	Columbus metropolitan area, Georgia	32°53′54″N	85°24′2″W
Treutlen County, Georgia	https://en.wikipedia.org/wiki/Treutlen_County,_Georgia	link	Columbus metropolitan area, Georgia	32°24′N	82°34′W
Webster County, Georgia	https://en.wikipedia.org/wiki/Webster_County,_Georgia	link	Columbus metropolitan area, Georgia	32°03′N	84°33′W
Campbell County, Georgia	https://en.wikipedia.org/wiki/Campbell_County,_Georgia	link	Columbus metropolitan area, Georgia	33°34′01″N	84°34′53″W
Turner County, Georgia	https://en.wikipedia.org/wiki/Turner_County,_Georgia	link	Columbus metropolitan area, Georgia	31°43′N	83°38′W
Wayne County, Georgia	https://en.wikipedia.org/wiki/Wayne_County,_Georgia	link	Columbus metropolitan area, Georgia	31°33′N	81°55′W
Towns County, Georgia	https://en.wikipedia.org/wiki/Towns_County,_Georgia	link	Columbus metropolitan area, Georgia	34°55′N	83°44′W
Upson County, Georgia	https://en.wikipedia.org/wiki/Upson_County,_Georgia	link	Columbus metropolitan area, Georgia	32°53′N	84°18′W
Tift County, Georgia	https://en.wikipedia.org/wiki/Tift_County,_Georgia	link	Columbus metropolitan area, Georgia	31°28′N	83°32′W
Wilcox County, Georgia	https://en.wikipedia.org/wiki/Wilcox_County,_Georgia	link	Columbus metropolitan area, Georgia	31°58′N	83°26′W
Morgan County, Georgia	https://en.wikipedia.org/wiki/Morgan_County,_Georgia	link	Columbus metropolitan area, Georgia	33°35′N	83°29′W
Auburn, New South Wales	https://en.wikipedia.org/wiki/Auburn,_New_South_Wales	link	Columbus metropolitan area, Georgia	33°51′56″S	151°01′25″E
Auburn, South Australia	https://en.wikipedia.org/wiki/Auburn,_South_Australia	link	Columbus metropolitan area, Georgia	34°01′38″S	138°41′08″E
Putnam County, Georgia	https://en.wikipedia.org/wiki/Putnam_County,_Georgia	link	Columbus metropolitan area, Georgia	33°19′N	83°22′W
Auburn, New York	https://en.wikipedia.org/wiki/Auburn,_New_York	link	Columbus metropolitan area, Georgia	42°56′N	76°34′W
Auburn, Washington	https://en.wikipedia.org/wiki/Auburn,_Washington	link	Columbus metropolitan area, Georgia	47°18′8″N	122°12′53″W
Auburn (Natchez, Mississippi)	https://en.wikipedia.org/wiki/Auburn_(Natchez,_Mississippi)	link	Columbus metropolitan area, Georgia	31°32′44″N	91°23′27″W
Auburn (Brandy Station, Virginia)	https://en.wikipedia.org/wiki/Auburn_(Brandy_Station,_Virginia)	link	Columbus metropolitan area, Georgia	38°30′18″N	77°55′39″W
Auburn, Michigan	https://en.wikipedia.org/wiki/Auburn,_Michigan	link	Columbus metropolitan area, Georgia	43°36′10″N	84°04′26″W
Auburn, Victoria	https://en.wikipedia.org/wiki/Auburn,_Victoria	link	Columbus metropolitan area, Georgia	37°49′30″S	145°02′49″E
Auburn, Rhode Island	https://en.wikipedia.org/wiki/Auburn,_Rhode_Island	link	Columbus metropolitan area, Georgia	41°46′26″N	71°25′40″W
Auburn, Mississippi	https://en.wikipedia.org/wiki/Auburn,_Mississippi	link	Columbus metropolitan area, Georgia	31°21′34″N	90°36′28″W
Second Battle of Auburn	https://en.wikipedia.org/wiki/Second_Battle_of_Auburn	link	Columbus metropolitan area, Georgia	38°42′08″N	77°42′07″W
Auburn Correctional Facility	https://en.wikipedia.org/wiki/Auburn_Correctional_Facility	link	Columbus metropolitan area, Georgia	42°56′05″N	76°34′27″W
Auburn, Nova Scotia	https://en.wikipedia.org/wiki/Auburn,_Nova_Scotia	link	Columbus metropolitan area, Georgia	45°1′3″N	64°51′47″W
Auburn, Ontario	https://en.wikipedia.org/wiki/Auburn,_Ontario	link	Columbus metropolitan area, Georgia	43°52′N	81°36′W
Pulaski County, Georgia	https://en.wikipedia.org/wiki/Pulaski_County,_Georgia	link	Columbus metropolitan area, Georgia	32°14′N	83°28′W
Taylor County, Georgia	https://en.wikipedia.org/wiki/Taylor_County,_Georgia	link	Columbus metropolitan area, Georgia	32°33′N	84°15′W
Paulding County, Georgia	https://en.wikipedia.org/wiki/Paulding_County,_Georgia	link	Columbus metropolitan area, Georgia	33°55′N	84°52′W
Newton County, Georgia	https://en.wikipedia.org/wiki/Newton_County,_Georgia	link	Columbus metropolitan area, Georgia	33°35′57″N	83°51′31″W
Peach County, Georgia	https://en.wikipedia.org/wiki/Peach_County,_Georgia	link	Columbus metropolitan area, Georgia	32°34′N	83°50′W
Randolph County, Georgia	https://en.wikipedia.org/wiki/Randolph_County,_Georgia	link	Columbus metropolitan area, Georgia	31°46′N	84°46′W
Seminole County, Georgia	https://en.wikipedia.org/wiki/Seminole_County,_Georgia	link	Columbus metropolitan area, Georgia	30°56′N	84°52′W
Miller County, Georgia	https://en.wikipedia.org/wiki/Miller_County,_Georgia	link	Columbus metropolitan area, Georgia	31°10′N	84°44′W
Pickens County, Georgia	https://en.wikipedia.org/wiki/Pickens_County,_Georgia	link	Columbus metropolitan area, Georgia	34°28′N	84°28′W
Taliaferro County, Georgia	https://en.wikipedia.org/wiki/Taliaferro_County,_Georgia	link	Columbus metropolitan area, Georgia	33°34′N	82°53′W
Polk County, Georgia	https://en.wikipedia.org/wiki/Polk_County,_Georgia	link	Columbus metropolitan area, Georgia	34°00′N	85°11′W
Lincoln County, Georgia	https://en.wikipedia.org/wiki/Lincoln_County,_Georgia	link	Columbus metropolitan area, Georgia	33°47′N	82°27′W
Fulton County, Georgia	https://en.wikipedia.org/wiki/Fulton_County,_Georgia	link	Columbus metropolitan area, Georgia	33°47′N	84°28′W
Lamar County, Georgia	https://en.wikipedia.org/wiki/Lamar_County,_Georgia	link	Columbus metropolitan area, Georgia	33°04′N	84°08′W
Gwinnett County, Georgia	https://en.wikipedia.org/wiki/Gwinnett_County,_Georgia	link	Columbus metropolitan area, Georgia	33°58′N	84°02′W
Heard County, Georgia	https://en.wikipedia.org/wiki/Heard_County,_Georgia	link	Columbus metropolitan area, Georgia	33°18′N	85°08′W
Hatchechubbee, Alabama	https://en.wikipedia.org/wiki/Hatchechubbee,_Alabama	link	Columbus metropolitan area, Georgia	32°16′15″N	85°16′33″W
Uchee, Alabama	https://en.wikipedia.org/wiki/Uchee,_Alabama	link	Columbus metropolitan area, Georgia	32°21′03″N	85°21′53″W
National Register of Historic Places listings in Russell County, Alabama	https://en.wikipedia.org/wiki/National_Register_of_Historic_Places_listings_in_Russell_County,_Alabama	link	Columbus metropolitan area, Georgia	32°20′45″N	85°07′55″W
Colomiers	https://en.wikipedia.org/wiki/Colomiers	link	Columbus metropolitan area, Georgia	43°36′50″N	1°20′12″E
Eufaula, Alabama	https://en.wikipedia.org/wiki/Eufaula,_Alabama	link	Columbus metropolitan area, Georgia	31°53′21″N	85°9′13″W
Columbus, New York	https://en.wikipedia.org/wiki/Columbus,_New_York	link	Columbus metropolitan area, Georgia	42°41′45″N	75°21′38″W
Harris County, Georgia	https://en.wikipedia.org/wiki/Harris_County,_Georgia	feature	Columbus metropolitan area, Georgia	32°44′N	84°55′W
Columbus, Kansas	https://en.wikipedia.org/wiki/Columbus,_Kansas	link	Columbus metropolitan area, Georgia	37°10′17″N	94°50′27″W
Columbus, New Jersey	https://en.wikipedia.org/wiki/Columbus,_New_Jersey	link	Columbus metropolitan area, Georgia	40°04′21″N	74°43′15″W
Columbus, Missouri	https://en.wikipedia.org/wiki/Columbus,_Missouri	link	Columbus metropolitan area, Georgia	38°51′31″N	93°53′27″W
Columbus, North Carolina	https://en.wikipedia.org/wiki/Columbus,_North_Carolina	link	Columbus metropolitan area, Georgia	35°15′2″N	82°12′8″W
Avondale (Columbus, Georgia)	https://en.wikipedia.org/wiki/Avondale_(Columbus,_Georgia)	feature	Columbus metropolitan area, Georgia	32°29′32″N	84°56′25″W
Echols County, Georgia	https://en.wikipedia.org/wiki/Echols_County,_Georgia	link	Columbus metropolitan area, Georgia	30°43′N	82°54′W
DeKalb County, Georgia	https://en.wikipedia.org/wiki/DeKalb_County,_Georgia	link	Columbus metropolitan area, Georgia	33°46′N	84°14′W
Baker Village (Columbus, Georgia)	https://en.wikipedia.org/wiki/Baker_Village_(Columbus,_Georgia)	feature	Columbus metropolitan area, Georgia	32°25′29″N	84°56′49″W
Holy Trinity, Alabama	https://en.wikipedia.org/wiki/Holy_Trinity,_Alabama	feature	Columbus metropolitan area, Georgia	32°13′21″N	85°0′19″W
Warriorstand, Alabama	https://en.wikipedia.org/wiki/Warriorstand,_Alabama	feature	Columbus metropolitan area, Georgia	32°18′43″N	85°33′12″W
Coffee County, Alabama	https://en.wikipedia.org/wiki/Coffee_County,_Alabama	link	Columbus metropolitan area, Georgia	31°24′12″N	85°59′12″W
Roxana, Alabama	https://en.wikipedia.org/wiki/Roxana,_Alabama	feature	Columbus metropolitan area, Georgia	32°41′13″N	85°40′09″W
Evans County, Georgia	https://en.wikipedia.org/wiki/Evans_County,_Georgia	link	Columbus metropolitan area, Georgia	32°10′N	81°53′W
Barbour County, Alabama	https://en.wikipedia.org/wiki/Barbour_County,_Alabama	link	Columbus metropolitan area, Georgia	31°51′57″N	85°23′46″W
Escambia County, Alabama	https://en.wikipedia.org/wiki/Escambia_County,_Alabama	link	Columbus metropolitan area, Georgia	31°07′36″N	87°09′44″W
Muscogee County, Georgia	https://en.wikipedia.org/wiki/Muscogee_County,_Georgia	feature	Columbus metropolitan area, Georgia	32°31′N	84°52′W
Etowah County, Alabama	https://en.wikipedia.org/wiki/Etowah_County,_Alabama	link	Columbus metropolitan area, Georgia	34°03′00″N	86°02′00″W
Clay County, Georgia	https://en.wikipedia.org/wiki/Clay_County,_Georgia	link	Columbus metropolitan area, Georgia	31°37′N	84°59′W
Franklin, Alabama	https://en.wikipedia.org/wiki/Franklin,_Alabama	feature	Columbus metropolitan area, Georgia	32°27′19″N	85°48′10″W
Tallapoosa County, Alabama	https://en.wikipedia.org/wiki/Tallapoosa_County,_Alabama	link	Columbus metropolitan area, Georgia	32°51′41″N	85°47′50″W
Perry County, Alabama	https://en.wikipedia.org/wiki/Perry_County,_Alabama	link	Columbus metropolitan area, Georgia	32°38′09″N	87°17′31″W
Telfair County, Georgia	https://en.wikipedia.org/wiki/Telfair_County,_Georgia	link	Columbus metropolitan area, Georgia	31°56′N	82°56′W
Talladega County, Alabama	https://en.wikipedia.org/wiki/Talladega_County,_Alabama	link	Columbus metropolitan area, Georgia	33°23′N	86°10′W
Washington County, Georgia	https://en.wikipedia.org/wiki/Washington_County,_Georgia	link	Columbus metropolitan area, Georgia	32°58′N	82°47′W
West Point, Georgia	https://en.wikipedia.org/wiki/West_Point,_Georgia	feature	Columbus metropolitan area, Georgia	32°52′35″N	85°10′26″W
Union County, Georgia	https://en.wikipedia.org/wiki/Union_County,_Georgia	link	Columbus metropolitan area, Georgia	34°50′N	83°59′W
Madison County, Alabama	https://en.wikipedia.org/wiki/Madison_County,_Alabama	link	Columbus metropolitan area, Georgia	34°45′57″N	86°33′28″W
Pike County, Georgia	https://en.wikipedia.org/wiki/Pike_County,_Georgia	link	Columbus metropolitan area, Georgia	33°05′N	84°23′W
Highland Pines (Columbus, Georgia)	https://en.wikipedia.org/wiki/Highland_Pines_(Columbus,_Georgia)	feature	Columbus metropolitan area, Georgia	32°33′36″N	84°57′07″W
Columbus, Minnesota	https://en.wikipedia.org/wiki/Columbus,_Minnesota	link	Columbus metropolitan area, Georgia	45°16′12″N	93°3′38″W
Warren County, Georgia	https://en.wikipedia.org/wiki/Warren_County,_Georgia	link	Columbus metropolitan area, Georgia	33°25′N	82°41′W
Gordon County, Georgia	https://en.wikipedia.org/wiki/Gordon_County,_Georgia	link	Columbus metropolitan area, Georgia	34°30′N	84°52′W
Waverly Hall, Georgia	https://en.wikipedia.org/wiki/Waverly_Hall,_Georgia	feature	Columbus metropolitan area, Georgia	32°41′5″N	84°44′18″W
Sumter County, Alabama	https://en.wikipedia.org/wiki/Sumter_County,_Alabama	link	Columbus metropolitan area, Georgia	32°35′30″N	88°12′15″W
Wheeler County, Georgia	https://en.wikipedia.org/wiki/Wheeler_County,_Georgia	link	Columbus metropolitan area, Georgia	32°07′N	82°43′W
Cobb County, Georgia	https://en.wikipedia.org/wiki/Cobb_County,_Georgia	link	Columbus metropolitan area, Georgia	33°56′N	84°35′W
Shorter, Alabama	https://en.wikipedia.org/wiki/Shorter,_Alabama	feature	Columbus metropolitan area, Georgia	32°24′5″N	85°56′36″W
Troup County, Georgia	https://en.wikipedia.org/wiki/Troup_County,_Georgia	link	Columbus metropolitan area, Georgia	33°02′N	85°02′W
Wilcox County, Alabama	https://en.wikipedia.org/wiki/Wilcox_County,_Alabama	link	Columbus metropolitan area, Georgia	31°59′06″N	87°18′39″W
Johns Creek, Georgia	https://en.wikipedia.org/wiki/Johns_Creek,_Georgia	link	Columbus metropolitan area, Georgia	34°01′44″N	84°11′55″W
Morgan County, Alabama	https://en.wikipedia.org/wiki/Morgan_County,_Alabama	link	Columbus metropolitan area, Georgia	34°27′06″N	86°51′26″W
Crisp County, Georgia	https://en.wikipedia.org/wiki/Crisp_County,_Georgia	link	Columbus metropolitan area, Georgia	31°56′N	83°46′W
West Point	https://en.wikipedia.org/wiki/West_Point	feature	Columbus metropolitan area, Georgia	41°23′35″N	73°57′29″W
Black Belt (region of Alabama)	https://en.wikipedia.org/wiki/Black_Belt_(region_of_Alabama)	link	Columbus metropolitan area, Georgia	32°36′41.82″N	87°34′39.05″W
Stephens County, Georgia	https://en.wikipedia.org/wiki/Stephens_County,_Georgia	link	Columbus metropolitan area, Georgia	34°34′N	83°17′W
Hurtsboro, Alabama	https://en.wikipedia.org/wiki/Hurtsboro,_Alabama	feature	Columbus metropolitan area, Georgia	32°14′24″N	85°24′55″W
Notasulga	https://en.wikipedia.org/wiki/Notasulga	feature	Columbus metropolitan area, Georgia	32°33′39″N	85°40′3″W
Hurtsboro	https://en.wikipedia.org/wiki/Hurtsboro	feature	Columbus metropolitan area, Georgia	32°14′24″N	85°24′55″W
Trinity Episcopal Church (Columbus, Georgia)	https://en.wikipedia.org/wiki/Trinity_Episcopal_Church_(Columbus,_Georgia)	feature	Columbus metropolitan area, Georgia	32°28′4″N	84°59′28″W
Lanett, Alabama	https://en.wikipedia.org/wiki/Lanett,_Alabama	link	Columbus metropolitan area, Georgia	32°51′48″N	85°11′59″W
Montgomery County, Georgia	https://en.wikipedia.org/wiki/Montgomery_County,_Georgia	link	Columbus metropolitan area, Georgia	32°10′N	82°32′W
Ladonia, Alabama	https://en.wikipedia.org/wiki/Ladonia,_Alabama	feature	Columbus metropolitan area, Georgia	32°27′56″N	85°5′20″W
SS City of Columbus	https://en.wikipedia.org/wiki/SS_City_of_Columbus	link	Columbus metropolitan area, Georgia	41°21′36″N	70°50′55″W
First Battle of Auburn	https://en.wikipedia.org/wiki/First_Battle_of_Auburn	link	Columbus metropolitan area, Georgia	38°42′N	77°42′W
Creek Stand, Alabama	https://en.wikipedia.org/wiki/Creek_Stand,_Alabama	feature	Columbus metropolitan area, Georgia	32°17′41″N	85°28′39″W
Clay County, Alabama	https://en.wikipedia.org/wiki/Clay_County,_Alabama	link	Columbus metropolitan area, Georgia	33°16′20″N	85°51′40″W
Eastern Shore (Alabama)	https://en.wikipedia.org/wiki/Eastern_Shore_(Alabama)	link	Columbus metropolitan area, Georgia	30°32′32″N	87°54′30″W
Rockdale County, Georgia	https://en.wikipedia.org/wiki/Rockdale_County,_Georgia	link	Columbus metropolitan area, Georgia	33°39′N	84°02′W
Charlton County, Georgia	https://en.wikipedia.org/wiki/Charlton_County,_Georgia	link	Columbus metropolitan area, Georgia	30°47′N	82°08′W
City of Auburn	https://en.wikipedia.org/wiki/City_of_Auburn	link	Columbus metropolitan area, Georgia	33°51′S	151°02′E
East Columbus, Georgia	https://en.wikipedia.org/wiki/East_Columbus,_Georgia	feature	Columbus metropolitan area, Georgia	32°29′N	84°54′W
Gold Hill, Alabama	https://en.wikipedia.org/wiki/Gold_Hill,_Alabama	feature	Columbus metropolitan area, Georgia	32°43′18″N	85°30′28″W
Auburn, Queensland	https://en.wikipedia.org/wiki/Auburn,_Queensland	link	Columbus metropolitan area, Georgia	25°59′15″S	150°29′51″E
Beauregard, Alabama	https://en.wikipedia.org/wiki/Beauregard,_Alabama	feature	Columbus metropolitan area, Georgia	32°32′35″N	85°22′15″W
Salem, Alabama	https://en.wikipedia.org/wiki/Salem,_Alabama	feature	Columbus metropolitan area, Georgia	32°35′48″N	85°14′19″W
Douglas County, Georgia	https://en.wikipedia.org/wiki/Douglas_County,_Georgia	link	Columbus metropolitan area, Georgia	33°42′N	84°46′W
Meriwether County, Georgia	https://en.wikipedia.org/wiki/Meriwether_County,_Georgia	link	Columbus metropolitan area, Georgia	33°02′N	84°41′W
The Bottle, Alabama	https://en.wikipedia.org/wiki/The_Bottle,_Alabama	feature	Columbus metropolitan area, Georgia	32°40′34″N	85°29′11″W
Seale, Alabama	https://en.wikipedia.org/wiki/Seale,_Alabama	feature	Columbus metropolitan area, Georgia	32°17′51″N	85°10′08″W
Spalding County, Georgia	https://en.wikipedia.org/wiki/Spalding_County,_Georgia	link	Columbus metropolitan area, Georgia	33°16′N	84°17′W
Auburn, Georgia	https://en.wikipedia.org/wiki/Auburn,_Georgia	link	Columbus metropolitan area, Georgia	34°1′0″N	83°49′55″W
Auburn, Wyoming	https://en.wikipedia.org/wiki/Auburn,_Wyoming	link	Columbus metropolitan area, Georgia	42°47′40″N	111°0′18″W
Eelbeck, Georgia	https://en.wikipedia.org/wiki/Eelbeck,_Georgia	feature	Columbus metropolitan area, Georgia	32°26′31″N	84°45′10″W
South Alabama	https://en.wikipedia.org/wiki/South_Alabama	link	Columbus metropolitan area, Georgia	31°47′N	86°47′W
Henry County, Georgia	https://en.wikipedia.org/wiki/Henry_County,_Georgia	link	Columbus metropolitan area, Georgia	33°28′N	84°10′W
Auburn, Pennsylvania	https://en.wikipedia.org/wiki/Auburn,_Pennsylvania	link	Columbus metropolitan area, Georgia	40°35′45″N	76°05′34″W
Auburn, Tasmania	https://en.wikipedia.org/wiki/Auburn,_Tasmania	link	Columbus metropolitan area, Georgia	41°59′12″S	147°17′31″E
Smiths Station, Alabama	https://en.wikipedia.org/wiki/Smiths_Station,_Alabama	feature	Columbus metropolitan area, Georgia	32°32′21″N	85°05′55″W
Upatoi, Georgia	https://en.wikipedia.org/wiki/Upatoi,_Georgia	feature	Columbus metropolitan area, Georgia	32°32′56″N	84°44′24″W
Jackson County, Georgia	https://en.wikipedia.org/wiki/Jackson_County,_Georgia	link	Columbus metropolitan area, Georgia	34°08′N	83°34′W
Marvyn, Alabama	https://en.wikipedia.org/wiki/Marvyn,_Alabama	feature	Columbus metropolitan area, Georgia	32°26′21″N	85°21′51″W
Screven County, Georgia	https://en.wikipedia.org/wiki/Screven_County,_Georgia	link	Columbus metropolitan area, Georgia	32°45′N	81°37′W
Allendale (Columbus, Georgia)	https://en.wikipedia.org/wiki/Allendale_(Columbus,_Georgia)	feature	Columbus metropolitan area, Georgia	32°31′41″N	84°55′32″W
Chambers Township, Ontario	https://en.wikipedia.org/wiki/Chambers_Township,_Ontario	link	Columbus metropolitan area, Georgia	47°06′19″N	79°56′55″W
Habersham County, Georgia	https://en.wikipedia.org/wiki/Habersham_County,_Georgia	link	Columbus metropolitan area, Georgia	34°38′N	83°32′W
Green Island Hills (Columbus, Georgia)	https://en.wikipedia.org/wiki/Green_Island_Hills_(Columbus,_Georgia)	feature	Columbus metropolitan area, Georgia	32°29′32″N	84°56′25″W
Smiths Station	https://en.wikipedia.org/wiki/Smiths_Station	feature	Columbus metropolitan area, Georgia	32°32′21″N	85°05′55″W
Fort Mitchell, Alabama	https://en.wikipedia.org/wiki/Fort_Mitchell,_Alabama	feature	Columbus metropolitan area, Georgia	32°20′30″N	85°01′18″W
Jenkins County, Georgia	https://en.wikipedia.org/wiki/Jenkins_County,_Georgia	link	Columbus metropolitan area, Georgia	32°47′N	81°58′W
Opelika	https://en.wikipedia.org/wiki/Opelika	feature	Columbus metropolitan area, Georgia	32°38′43″N	85°22′42″W
