state	county	county_name	county_href	metro	metro_name	metro_href	cities
Indiana	Pike	Pike County, Indiana	/wiki/Pike_County,_Indiana	Jasper, IN Micropolitan Statistical Area	Jasper, IN Micropolitan Statistical Area	/wiki/Jasper,_IN_Micropolitan_Statistical_Area	['Jasper']
Indiana	Porter	Porter County, Indiana	/wiki/Porter_County,_Indiana	Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area	Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area	/wiki/Chicago-Naperville-Elgin,_IL-IN-WI_Metropolitan_Statistical_Area	['Chicago', 'Naperville', 'Elgin']
Indiana	Posey	Posey County, Indiana	/wiki/Posey_County,_Indiana	Evansville, IN-KY Metropolitan Statistical Area	Evansville, IN-KY Metropolitan Statistical Area	/wiki/Evansville,_IN-KY_Metropolitan_Statistical_Area	['Evansville']
Indiana	Pulaski	Pulaski County, Indiana	/wiki/Pulaski_County,_Indiana				[]
Indiana	Putnam	Putnam County, Indiana	/wiki/Putnam_County,_Indiana	Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area	Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area	/wiki/Indianapolis-Carmel-Anderson,_IN_Metropolitan_Statistical_Area	['Indianapolis', 'Carmel', 'Anderson']
Indiana	Randolph	Randolph County, Indiana	/wiki/Randolph_County,_Indiana				[]
Indiana	Ripley	Ripley County, Indiana	/wiki/Ripley_County,_Indiana				[]
Indiana	Rush	Rush County, Indiana	/wiki/Rush_County,_Indiana				[]
Indiana	St. Joseph	St. Joseph County, Indiana	/wiki/St._Joseph_County,_Indiana	South Bend-Mishawaka, IN-MI Metropolitan Statistical Area	South Bend-Mishawaka, IN-MI Metropolitan Statistical Area	/wiki/South_Bend-Mishawaka,_IN-MI_Metropolitan_Statistical_Area	['South Bend', 'Mishawaka']
Indiana	Scott	Scott County, Indiana	/wiki/Scott_County,_Indiana	Louisville/Jefferson County, KY-IN Metropolitan Statistical Area	Louisville metropolitan area	/wiki/Louisville_metropolitan_area	['Louisville metropolitan area']
Indiana	Shelby	Shelby County, Indiana	/wiki/Shelby_County,_Indiana	Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area	Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area	/wiki/Indianapolis-Carmel-Anderson,_IN_Metropolitan_Statistical_Area	['Indianapolis', 'Carmel', 'Anderson']
Indiana	Spencer	Spencer County, Indiana	/wiki/Spencer_County,_Indiana				[]
Indiana	Starke	Starke County, Indiana	/wiki/Starke_County,_Indiana				[]
Indiana	Steuben	Steuben County, Indiana	/wiki/Steuben_County,_Indiana	Angola, IN Micropolitan Statistical Area	Angola, IN Micropolitan Statistical Area	/wiki/Angola,_IN_Micropolitan_Statistical_Area	['Angola']
Indiana	Sullivan	Sullivan County, Indiana	/wiki/Sullivan_County,_Indiana	Terre Haute, IN Metropolitan Statistical Area	Terre Haute, IN Metropolitan Statistical Area	/wiki/Terre_Haute,_IN_Metropolitan_Statistical_Area	['Terre Haute']
Indiana	Switzerland	Switzerland County, Indiana	/wiki/Switzerland_County,_Indiana				[]
Indiana	Tippecanoe	Tippecanoe County, Indiana	/wiki/Tippecanoe_County,_Indiana	Lafayette-West Lafayette, IN Metropolitan Statistical Area	Lafayette-West Lafayette, IN Metropolitan Statistical Area	/wiki/Lafayette-West_Lafayette,_IN_Metropolitan_Statistical_Area	['Lafayette', 'West Lafayette']
Indiana	Tipton	Tipton County, Indiana	/wiki/Tipton_County,_Indiana				[]
Indiana	Union	Union County, Indiana	/wiki/Union_County,_Indiana	Cincinnati, OH-KY-IN Metropolitan Statistical Area	Cincinnati metropolitan area	/wiki/Cincinnati_metropolitan_area	['Cincinnati metropolitan area']
Indiana	Vanderburgh	Vanderburgh County, Indiana	/wiki/Vanderburgh_County,_Indiana	Evansville, IN-KY Metropolitan Statistical Area	Evansville, IN-KY Metropolitan Statistical Area	/wiki/Evansville,_IN-KY_Metropolitan_Statistical_Area	['Evansville']
Indiana	Vermillion	Vermillion County, Indiana	/wiki/Vermillion_County,_Indiana	Terre Haute, IN Metropolitan Statistical Area	Terre Haute, IN Metropolitan Statistical Area	/wiki/Terre_Haute,_IN_Metropolitan_Statistical_Area	['Terre Haute']
Indiana	Vigo	Vigo County, Indiana	/wiki/Vigo_County,_Indiana	Terre Haute, IN Metropolitan Statistical Area	Terre Haute, IN Metropolitan Statistical Area	/wiki/Terre_Haute,_IN_Metropolitan_Statistical_Area	['Terre Haute']
Indiana	Wabash	Wabash County, Indiana	/wiki/Wabash_County,_Indiana	Wabash, IN Micropolitan Statistical Area	Wabash, IN Micropolitan Statistical Area	/wiki/Wabash,_IN_Micropolitan_Statistical_Area	['Wabash']
Indiana	Warren	Warren County, Indiana	/wiki/Warren_County,_Indiana				[]
Indiana	Warrick	Warrick County, Indiana	/wiki/Warrick_County,_Indiana	Evansville, IN-KY Metropolitan Statistical Area	Evansville, IN-KY Metropolitan Statistical Area	/wiki/Evansville,_IN-KY_Metropolitan_Statistical_Area	['Evansville']
Indiana	Washington	Washington County, Indiana	/wiki/Washington_County,_Indiana	Louisville/Jefferson County, KY-IN Metropolitan Statistical Area	Louisville metropolitan area	/wiki/Louisville_metropolitan_area	['Louisville metropolitan area']
Indiana	Wayne	Wayne County, Indiana	/wiki/Wayne_County,_Indiana	Richmond, IN Micropolitan Statistical Area	Richmond, IN Micropolitan Statistical Area	/wiki/Richmond,_IN_Micropolitan_Statistical_Area	['Richmond']
Indiana	Wells	Wells County, Indiana	/wiki/Wells_County,_Indiana	Fort Wayne, IN Metropolitan Statistical Area	Fort Wayne, IN Metropolitan Statistical Area	/wiki/Fort_Wayne,_IN_Metropolitan_Statistical_Area	['Fort Wayne']
Indiana	White	White County, Indiana	/wiki/White_County,_Indiana				[]
Indiana	Whitley	Whitley County, Indiana	/wiki/Whitley_County,_Indiana	Fort Wayne, IN Metropolitan Statistical Area	Fort Wayne, IN Metropolitan Statistical Area	/wiki/Fort_Wayne,_IN_Metropolitan_Statistical_Area	['Fort Wayne']
Iowa	Adair	Adair County, Iowa	/wiki/Adair_County,_Iowa	Fort Wayne, IN Metropolitan Statistical Area			[]
Iowa	Adams	Adams County, Iowa	/wiki/Adams_County,_Iowa				[]
Iowa	Allamakee	Allamakee County, Iowa	/wiki/Allamakee_County,_Iowa				[]
Iowa	Appanoose	Appanoose County, Iowa	/wiki/Appanoose_County,_Iowa				[]
Iowa	Audubon	Audubon County, Iowa	/wiki/Audubon_County,_Iowa				[]
Iowa	Benton	Benton County, Iowa	/wiki/Benton_County,_Iowa	Cedar Rapids, IA Metropolitan Statistical Area	Cedar Rapids, IA Metropolitan Statistical Area	/wiki/Cedar_Rapids,_IA_Metropolitan_Statistical_Area	['Cedar Rapids']
Iowa	Black Hawk	Black Hawk County, Iowa	/wiki/Black_Hawk_County,_Iowa	Waterloo-Cedar Falls, IA Metropolitan Statistical Area	Waterloo-Cedar Falls, IA Metropolitan Statistical Area	/wiki/Waterloo-Cedar_Falls,_IA_Metropolitan_Statistical_Area	['Waterloo', 'Cedar Falls']
Iowa	Boone	Boone County, Iowa	/wiki/Boone_County,_Iowa	Boone, IA Micropolitan Statistical Area	Boone, IA Micropolitan Statistical Area	/wiki/Boone,_IA_Micropolitan_Statistical_Area	['Boone']
Iowa	Bremer	Bremer County, Iowa	/wiki/Bremer_County,_Iowa	Waterloo-Cedar Falls, IA Metropolitan Statistical Area	Waterloo-Cedar Falls, IA Metropolitan Statistical Area	/wiki/Waterloo-Cedar_Falls,_IA_Metropolitan_Statistical_Area	['Waterloo', 'Cedar Falls']
Iowa	Buchanan	Buchanan County, Iowa	/wiki/Buchanan_County,_Iowa				[]
Iowa	Buena Vista	Buena Vista County, Iowa	/wiki/Buena_Vista_County,_Iowa	Storm Lake, IA Micropolitan Statistical Area	Storm Lake, IA Micropolitan Statistical Area	/wiki/Storm_Lake,_IA_Micropolitan_Statistical_Area	['Storm Lake']
Iowa	Butler	Butler County, Iowa	/wiki/Butler_County,_Iowa				[]
Iowa	Calhoun	Calhoun County, Iowa	/wiki/Calhoun_County,_Iowa				[]
Iowa	Carroll	Carroll County, Iowa	/wiki/Carroll_County,_Iowa				[]
Iowa	Cass	Cass County, Iowa	/wiki/Cass_County,_Iowa				[]
Iowa	Cedar	Cedar County, Iowa	/wiki/Cedar_County,_Iowa				[]
Iowa	Cerro Gordo	Cerro Gordo County, Iowa	/wiki/Cerro_Gordo_County,_Iowa	Mason City, IA Micropolitan Statistical Area	Mason City, IA Micropolitan Statistical Area	/wiki/Mason_City,_IA_Micropolitan_Statistical_Area	['Mason City']
Iowa	Cherokee	Cherokee County, Iowa	/wiki/Cherokee_County,_Iowa				[]
Iowa	Chickasaw	Chickasaw County, Iowa	/wiki/Chickasaw_County,_Iowa				[]
Iowa	Clarke	Clarke County, Iowa	/wiki/Clarke_County,_Iowa				[]
Iowa	Clay	Clay County, Iowa	/wiki/Clay_County,_Iowa	Spencer, IA Micropolitan Statistical Area	Spencer, IA Micropolitan Statistical Area	/wiki/Spencer,_IA_Micropolitan_Statistical_Area	['Spencer']
Iowa	Clayton	Clayton County, Iowa	/wiki/Clayton_County,_Iowa				[]
Iowa	Clinton	Clinton County, Iowa	/wiki/Clinton_County,_Iowa	Clinton, IA Micropolitan Statistical Area	Clinton, IA Micropolitan Statistical Area	/wiki/Clinton,_IA_Micropolitan_Statistical_Area	['Clinton']
Iowa	Crawford	Crawford County, Iowa	/wiki/Crawford_County,_Iowa				[]
Iowa	Dallas	Dallas County, Iowa	/wiki/Dallas_County,_Iowa	Des Moines-West Des Moines, IA Metropolitan Statistical Area	Des Moines-West Des Moines, IA Metropolitan Statistical Area	/wiki/Des_Moines-West_Des_Moines,_IA_Metropolitan_Statistical_Area	['Des Moines', 'West Des Moines']
Iowa	Davis	Davis County, Iowa	/wiki/Davis_County,_Iowa	Ottumwa, IA Micropolitan Statistical Area	Ottumwa, IA Micropolitan Statistical Area	/wiki/Ottumwa,_IA_Micropolitan_Statistical_Area	['Ottumwa']
Iowa	Decatur	Decatur County, Iowa	/wiki/Decatur_County,_Iowa				[]
Iowa	Delaware	Delaware County, Iowa	/wiki/Delaware_County,_Iowa				[]
Iowa	Des Moines	Des Moines County, Iowa	/wiki/Des_Moines_County,_Iowa	Burlington, IA-IL Micropolitan Statistical Area	Burlington, IA-IL Micropolitan Statistical Area	/wiki/Burlington,_IA-IL_Micropolitan_Statistical_Area	['Burlington']
Iowa	Dickinson	Dickinson County, Iowa	/wiki/Dickinson_County,_Iowa	Spirit Lake, IA Micropolitan Statistical Area	Spirit Lake, IA Micropolitan Statistical Area	/wiki/Spirit_Lake,_IA_Micropolitan_Statistical_Area	['Spirit Lake']
Iowa	Dubuque	Dubuque County, Iowa	/wiki/Dubuque_County,_Iowa	Dubuque, IA Metropolitan Statistical Area	Dubuque, IA Metropolitan Statistical Area	/wiki/Dubuque,_IA_Metropolitan_Statistical_Area	['Dubuque']
Iowa	Emmet	Emmet County, Iowa	/wiki/Emmet_County,_Iowa				[]
Iowa	Fayette	Fayette County, Iowa	/wiki/Fayette_County,_Iowa				[]
Iowa	Floyd	Floyd County, Iowa	/wiki/Floyd_County,_Iowa				[]
Iowa	Franklin	Franklin County, Iowa	/wiki/Franklin_County,_Iowa				[]
Iowa	Fremont	Fremont County, Iowa	/wiki/Fremont_County,_Iowa				[]
Iowa	Greene	Greene County, Iowa	/wiki/Greene_County,_Iowa				[]
Iowa	Grundy	Grundy County, Iowa	/wiki/Grundy_County,_Iowa	Waterloo-Cedar Falls, IA Metropolitan Statistical Area	Waterloo-Cedar Falls, IA Metropolitan Statistical Area	/wiki/Waterloo-Cedar_Falls,_IA_Metropolitan_Statistical_Area	['Waterloo', 'Cedar Falls']
Iowa	Guthrie	Guthrie County, Iowa	/wiki/Guthrie_County,_Iowa	Des Moines-West Des Moines, IA Metropolitan Statistical Area	Des Moines-West Des Moines, IA Metropolitan Statistical Area	/wiki/Des_Moines-West_Des_Moines,_IA_Metropolitan_Statistical_Area	['Des Moines', 'West Des Moines']
Iowa	Hamilton	Hamilton County, Iowa	/wiki/Hamilton_County,_Iowa				[]
Iowa	Hancock	Hancock County, Iowa	/wiki/Hancock_County,_Iowa				[]
Iowa	Hardin	Hardin County, Iowa	/wiki/Hardin_County,_Iowa				[]
Iowa	Harrison	Harrison County, Iowa	/wiki/Harrison_County,_Iowa	Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area	Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area	/wiki/Omaha-Council_Bluffs,_NE-IA_Metropolitan_Statistical_Area	['Omaha', 'Council Bluffs']
Iowa	Henry	Henry County, Iowa	/wiki/Henry_County,_Iowa				[]
Iowa	Howard	Howard County, Iowa	/wiki/Howard_County,_Iowa				[]
Iowa	Humboldt	Humboldt County, Iowa	/wiki/Humboldt_County,_Iowa				[]
Iowa	Ida	Ida County, Iowa	/wiki/Ida_County,_Iowa				[]
Iowa	Iowa	Iowa County, Iowa	/wiki/Iowa_County,_Iowa				[]
Iowa	Jackson	Jackson County, Iowa	/wiki/Jackson_County,_Iowa				[]
Iowa	Jasper	Jasper County, Iowa	/wiki/Jasper_County,_Iowa	Newton, IA Micropolitan Statistical Area	Newton, IA Micropolitan Statistical Area	/wiki/Newton,_IA_Micropolitan_Statistical_Area	['Newton']
Iowa	Jefferson	Jefferson County, Iowa	/wiki/Jefferson_County,_Iowa	Fairfield, IA Micropolitan Statistical Area	Fairfield, IA Micropolitan Statistical Area	/wiki/Fairfield,_IA_Micropolitan_Statistical_Area	['Fairfield']
Iowa	Johnson	Johnson County, Iowa	/wiki/Johnson_County,_Iowa	Iowa City, IA Metropolitan Statistical Area	Iowa City, IA Metropolitan Statistical Area	/wiki/Iowa_City,_IA_Metropolitan_Statistical_Area	['Iowa City']
Iowa	Jones	Jones County, Iowa	/wiki/Jones_County,_Iowa	Cedar Rapids, IA Metropolitan Statistical Area	Cedar Rapids, IA Metropolitan Statistical Area	/wiki/Cedar_Rapids,_IA_Metropolitan_Statistical_Area	['Cedar Rapids']
Iowa	Keokuk	Keokuk County, Iowa	/wiki/Keokuk_County,_Iowa				[]
Iowa	Kossuth	Kossuth County, Iowa	/wiki/Kossuth_County,_Iowa				[]
Iowa	Lee	Lee County, Iowa	/wiki/Lee_County,_Iowa	Fort Madison-Keokuk, IA-IL-MO Micropolitan Statistical Area	Fort Madison-Keokuk, IA-IL-MO Micropolitan Statistical Area	/wiki/Fort_Madison-Keokuk,_IA-IL-MO_Micropolitan_Statistical_Area	['Fort Madison', 'Keokuk']
Iowa	Linn	Linn County, Iowa	/wiki/Linn_County,_Iowa	Cedar Rapids, IA Metropolitan Statistical Area	Cedar Rapids, IA Metropolitan Statistical Area	/wiki/Cedar_Rapids,_IA_Metropolitan_Statistical_Area	['Cedar Rapids']
Iowa	Louisa	Louisa County, Iowa	/wiki/Louisa_County,_Iowa				[]
Iowa	Lucas	Lucas County, Iowa	/wiki/Lucas_County,_Iowa				[]
Iowa	Lyon	Lyon County, Iowa	/wiki/Lyon_County,_Iowa				[]
Iowa	Madison	Madison County, Iowa	/wiki/Madison_County,_Iowa	Des Moines-West Des Moines, IA Metropolitan Statistical Area	Des Moines-West Des Moines, IA Metropolitan Statistical Area	/wiki/Des_Moines-West_Des_Moines,_IA_Metropolitan_Statistical_Area	['Des Moines', 'West Des Moines']
Iowa	Mahaska	Mahaska County, Iowa	/wiki/Mahaska_County,_Iowa	Oskaloosa, IA Micropolitan Statistical Area	Oskaloosa, IA Micropolitan Statistical Area	/wiki/Oskaloosa,_IA_Micropolitan_Statistical_Area	['Oskaloosa']
Iowa	Marion	Marion County, Iowa	/wiki/Marion_County,_Iowa				[]
Iowa	Marshall	Marshall County, Iowa	/wiki/Marshall_County,_Iowa	Marshalltown, IA Micropolitan Statistical Area	Marshalltown, IA Micropolitan Statistical Area	/wiki/Marshalltown,_IA_Micropolitan_Statistical_Area	['Marshalltown']
Iowa	Mills	Mills County, Iowa	/wiki/Mills_County,_Iowa	Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area	Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area	/wiki/Omaha-Council_Bluffs,_NE-IA_Metropolitan_Statistical_Area	['Omaha', 'Council Bluffs']
Iowa	Mitchell	Mitchell County, Iowa	/wiki/Mitchell_County,_Iowa				[]
Iowa	Monona	Monona County, Iowa	/wiki/Monona_County,_Iowa				[]
Iowa	Monroe	Monroe County, Iowa	/wiki/Monroe_County,_Iowa				[]
Iowa	Montgomery	Montgomery County, Iowa	/wiki/Montgomery_County,_Iowa				[]
Iowa	Muscatine	Muscatine County, Iowa	/wiki/Muscatine_County,_Iowa	Muscatine, IA Micropolitan Statistical Area	Muscatine, IA Micropolitan Statistical Area	/wiki/Muscatine,_IA_Micropolitan_Statistical_Area	['Muscatine']
Iowa	O'Brien	O'Brien County, Iowa	/wiki/O%27Brien_County,_Iowa				[]
Iowa	Osceola	Osceola County, Iowa	/wiki/Osceola_County,_Iowa				[]
Iowa	Page	Page County, Iowa	/wiki/Page_County,_Iowa				[]
Iowa	Palo Alto	Palo Alto County, Iowa	/wiki/Palo_Alto_County,_Iowa				[]
Iowa	Plymouth	Plymouth County, Iowa	/wiki/Plymouth_County,_Iowa	Sioux City, IA-NE-SD Metropolitan Statistical Area	Sioux City, IA-NE-SD Metropolitan Statistical Area	/wiki/Sioux_City,_IA-NE-SD_Metropolitan_Statistical_Area	['Sioux City']
Iowa	Pocahontas	Pocahontas County, Iowa	/wiki/Pocahontas_County,_Iowa				[]
Iowa	Polk	Polk County, Iowa	/wiki/Polk_County,_Iowa	Des Moines-West Des Moines, IA Metropolitan Statistical Area	Des Moines-West Des Moines, IA Metropolitan Statistical Area	/wiki/Des_Moines-West_Des_Moines,_IA_Metropolitan_Statistical_Area	['Des Moines', 'West Des Moines']
Iowa	Pottawattamie	Pottawattamie County, Iowa	/wiki/Pottawattamie_County,_Iowa	Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area	Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area	/wiki/Omaha-Council_Bluffs,_NE-IA_Metropolitan_Statistical_Area	['Omaha', 'Council Bluffs']
Iowa	Poweshiek	Poweshiek County, Iowa	/wiki/Poweshiek_County,_Iowa				[]
Iowa	Ringgold	Ringgold County, Iowa	/wiki/Ringgold_County,_Iowa				[]
Iowa	Sac	Sac County, Iowa	/wiki/Sac_County,_Iowa				[]
Iowa	Scott	Scott County, Iowa	/wiki/Scott_County,_Iowa	Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area	Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area	/wiki/Davenport-Moline-Rock_Island,_IA-IL_Metropolitan_Statistical_Area	['Davenport', 'Moline', 'Rock Island']
Iowa	Shelby	Shelby County, Iowa	/wiki/Shelby_County,_Iowa				[]
Iowa	Sioux	Sioux County, Iowa	/wiki/Sioux_County,_Iowa				[]
Iowa	Story	Story County, Iowa	/wiki/Story_County,_Iowa	Ames, IA Metropolitan Statistical Area	Ames, IA Metropolitan Statistical Area	/wiki/Ames,_IA_Metropolitan_Statistical_Area	['Ames']
Iowa	Tama	Tama County, Iowa	/wiki/Tama_County,_Iowa				[]
Iowa	Taylor	Taylor County, Iowa	/wiki/Taylor_County,_Iowa				[]
Iowa	Union	Union County, Iowa	/wiki/Union_County,_Iowa				[]
Iowa	Van Buren	Van Buren County, Iowa	/wiki/Van_Buren_County,_Iowa				[]
Iowa	Wapello	Wapello County, Iowa	/wiki/Wapello_County,_Iowa	Ottumwa, IA Micropolitan Statistical Area	Ottumwa, IA Micropolitan Statistical Area	/wiki/Ottumwa,_IA_Micropolitan_Statistical_Area	['Ottumwa']
Iowa	Warren	Warren County, Iowa	/wiki/Warren_County,_Iowa	Des Moines-West Des Moines, IA Metropolitan Statistical Area	Des Moines-West Des Moines, IA Metropolitan Statistical Area	/wiki/Des_Moines-West_Des_Moines,_IA_Metropolitan_Statistical_Area	['Des Moines', 'West Des Moines']
Iowa	Washington	Washington County, Iowa	/wiki/Washington_County,_Iowa	Iowa City, IA Metropolitan Statistical Area	Iowa City, IA Metropolitan Statistical Area	/wiki/Iowa_City,_IA_Metropolitan_Statistical_Area	['Iowa City']
Iowa	Wayne	Wayne County, Iowa	/wiki/Wayne_County,_Iowa				[]
Iowa	Webster	Webster County, Iowa	/wiki/Webster_County,_Iowa	Fort Dodge, IA Micropolitan Statistical Area	Fort Dodge, IA Micropolitan Statistical Area	/wiki/Fort_Dodge,_IA_Micropolitan_Statistical_Area	['Fort Dodge']
Iowa	Winnebago	Winnebago County, Iowa	/wiki/Winnebago_County,_Iowa				[]
Iowa	Winneshiek	Winneshiek County, Iowa	/wiki/Winneshiek_County,_Iowa				[]
Iowa	Woodbury	Woodbury County, Iowa	/wiki/Woodbury_County,_Iowa	Sioux City, IA-NE-SD Metropolitan Statistical Area	Sioux City, IA-NE-SD Metropolitan Statistical Area	/wiki/Sioux_City,_IA-NE-SD_Metropolitan_Statistical_Area	['Sioux City']
Iowa	Worth	Worth County, Iowa	/wiki/Worth_County,_Iowa	Mason City, IA Micropolitan Statistical Area	Mason City, IA Micropolitan Statistical Area	/wiki/Mason_City,_IA_Micropolitan_Statistical_Area	['Mason City']
Iowa	Wright	Wright County, Iowa	/wiki/Wright_County,_Iowa				[]
Kansas	Allen	Allen County, Kansas	/wiki/Allen_County,_Kansas				[]
Kansas	Anderson	Anderson County, Kansas	/wiki/Anderson_County,_Kansas				[]
Kansas	Atchison	Atchison County, Kansas	/wiki/Atchison_County,_Kansas	Atchison, KS Micropolitan Statistical Area	Atchison, KS Micropolitan Statistical Area	/wiki/Atchison,_KS_Micropolitan_Statistical_Area	['Atchison']
Kansas	Barber	Barber County, Kansas	/wiki/Barber_County,_Kansas				[]
Kansas	Barton	Barton County, Kansas	/wiki/Barton_County,_Kansas	Great Bend, KS Micropolitan Statistical Area	Great Bend, KS Micropolitan Statistical Area	/wiki/Great_Bend,_KS_Micropolitan_Statistical_Area	['Great Bend']
Kansas	Bourbon	Bourbon County, Kansas	/wiki/Bourbon_County,_Kansas				[]
Kansas	Brown	Brown County, Kansas	/wiki/Brown_County,_Kansas				[]
Kansas	Butler	Butler County, Kansas	/wiki/Butler_County,_Kansas	Wichita, KS Metropolitan Statistical Area	Wichita, KS Metropolitan Statistical Area	/wiki/Wichita,_KS_Metropolitan_Statistical_Area	['Wichita']
Kansas	Chase	Chase County, Kansas	/wiki/Chase_County,_Kansas				[]
Kansas	Chautauqua	Chautauqua County, Kansas	/wiki/Chautauqua_County,_Kansas				[]
Kansas	Cherokee	Cherokee County, Kansas	/wiki/Cherokee_County,_Kansas				[]
Kansas	Cheyenne	Cheyenne County, Kansas	/wiki/Cheyenne_County,_Kansas				[]
Kansas	Clark	Clark County, Kansas	/wiki/Clark_County,_Kansas				[]
Kansas	Clay	Clay County, Kansas	/wiki/Clay_County,_Kansas				[]
Kansas	Cloud	Cloud County, Kansas	/wiki/Cloud_County,_Kansas				[]
Kansas	Coffey	Coffey County, Kansas	/wiki/Coffey_County,_Kansas				[]
Kansas	Comanche	Comanche County, Kansas	/wiki/Comanche_County,_Kansas				[]
Kansas	Cowley	Cowley County, Kansas	/wiki/Cowley_County,_Kansas	Arkansas City-Winfield, KS Micropolitan Statistical Area	Arkansas City-Winfield, KS Micropolitan Statistical Area	/wiki/Arkansas_City-Winfield,_KS_Micropolitan_Statistical_Area	['Arkansas City', 'Winfield']
Kansas	Crawford	Crawford County, Kansas	/wiki/Crawford_County,_Kansas	Pittsburg, KS Micropolitan Statistical Area	Pittsburg, KS Micropolitan Statistical Area	/wiki/Pittsburg,_KS_Micropolitan_Statistical_Area	['Pittsburg']
Kansas	Decatur	Decatur County, Kansas	/wiki/Decatur_County,_Kansas				[]
Kansas	Dickinson	Dickinson County, Kansas	/wiki/Dickinson_County,_Kansas				[]
Kansas	Doniphan	Doniphan County, Kansas	/wiki/Doniphan_County,_Kansas	St. Joseph, MO-KS Metropolitan Statistical Area	St. Joseph, MO-KS Metropolitan Statistical Area	/wiki/St._Joseph,_MO-KS_Metropolitan_Statistical_Area	['St. Joseph']
Kansas	Douglas	Douglas County, Kansas	/wiki/Douglas_County,_Kansas	Lawrence, KS Metropolitan Statistical Area	Lawrence, KS Metropolitan Statistical Area	/wiki/Lawrence,_KS_Metropolitan_Statistical_Area	['Lawrence']
Kansas	Edwards	Edwards County, Kansas	/wiki/Edwards_County,_Kansas				[]
Kansas	Elk	Elk County, Kansas	/wiki/Elk_County,_Kansas				[]
Kansas	Ellis	Ellis County, Kansas	/wiki/Ellis_County,_Kansas	Hays, KS Micropolitan Statistical Area	Hays, KS Micropolitan Statistical Area	/wiki/Hays,_KS_Micropolitan_Statistical_Area	['Hays']
Kansas	Ellsworth	Ellsworth County, Kansas	/wiki/Ellsworth_County,_Kansas				[]
Kansas	Finney	Finney County, Kansas	/wiki/Finney_County,_Kansas	Garden City, KS Micropolitan Statistical Area	Garden City, KS Micropolitan Statistical Area	/wiki/Garden_City,_KS_Micropolitan_Statistical_Area	['Garden City']
Kansas	Ford	Ford County, Kansas	/wiki/Ford_County,_Kansas	Dodge City, KS Micropolitan Statistical Area	Dodge City, KS Micropolitan Statistical Area	/wiki/Dodge_City,_KS_Micropolitan_Statistical_Area	['Dodge City']
Kansas	Franklin	Franklin County, Kansas	/wiki/Franklin_County,_Kansas	Ottawa, KS Micropolitan Statistical Area	Ottawa, KS Micropolitan Statistical Area	/wiki/Ottawa,_KS_Micropolitan_Statistical_Area	['Ottawa']
Kansas	Geary	Geary County, Kansas	/wiki/Geary_County,_Kansas	Junction City, KS Micropolitan Statistical Area	Junction City, KS Micropolitan Statistical Area	/wiki/Junction_City,_KS_Micropolitan_Statistical_Area	['Junction City']
Kansas	Gove	Gove County, Kansas	/wiki/Gove_County,_Kansas				[]
Kansas	Graham	Graham County, Kansas	/wiki/Graham_County,_Kansas				[]
Kansas	Grant	Grant County, Kansas	/wiki/Grant_County,_Kansas				[]
Kansas	Gray	Gray County, Kansas	/wiki/Gray_County,_Kansas				[]
Kansas	Greeley	Greeley County, Kansas	/wiki/Greeley_County,_Kansas				[]
Kansas	Greenwood	Greenwood County, Kansas	/wiki/Greenwood_County,_Kansas				[]
Kansas	Hamilton	Hamilton County, Kansas	/wiki/Hamilton_County,_Kansas				[]
Kansas	Harper	Harper County, Kansas	/wiki/Harper_County,_Kansas				[]
Kansas	Harvey	Harvey County, Kansas	/wiki/Harvey_County,_Kansas	Wichita, KS Metropolitan Statistical Area	Wichita, KS Metropolitan Statistical Area	/wiki/Wichita,_KS_Metropolitan_Statistical_Area	['Wichita']
Kansas	Haskell	Haskell County, Kansas	/wiki/Haskell_County,_Kansas				[]
Kansas	Hodgeman	Hodgeman County, Kansas	/wiki/Hodgeman_County,_Kansas				[]
Kansas	Jackson	Jackson County, Kansas	/wiki/Jackson_County,_Kansas	Topeka, KS Metropolitan Statistical Area	Topeka, KS Metropolitan Statistical Area	/wiki/Topeka,_KS_Metropolitan_Statistical_Area	['Topeka']
Kansas	Jefferson	Jefferson County, Kansas	/wiki/Jefferson_County,_Kansas	Topeka, KS Metropolitan Statistical Area	Topeka, KS Metropolitan Statistical Area	/wiki/Topeka,_KS_Metropolitan_Statistical_Area	['Topeka']
Kansas	Jewell	Jewell County, Kansas	/wiki/Jewell_County,_Kansas				[]
Kansas	Johnson	Johnson County, Kansas	/wiki/Johnson_County,_Kansas	Kansas City, MO-KS Metropolitan Statistical Area	Kansas City, MO-KS Metropolitan Statistical Area	/wiki/Kansas_City,_MO-KS_Metropolitan_Statistical_Area	['Kansas City']
